Tarih,Ürün,Avrupa Birliği Birimi,AB Piyasa Fiyatı,AB Piyasa Fiyatı- Yüksek,AB Piyasa Fiyatı- Düşük,Dolar Kuru (Satış)
2020-09-24,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,325.25,325.5,325.0,7.6768
2020-09-23,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,328.5,328.75,328.25,7.6708
2020-09-22,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,326.0,326.25,325.75,7.6389
2020-09-21,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,325.25,325.5,325.0,7.5857
2020-09-20,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,342.75,343.0,342.5,7.548
2020-09-19,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,342.75,343.0,342.5,7.548
2020-09-18,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,342.75,343.0,342.5,7.548
2020-09-17,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,343.5,343.75,343.25,7.5287
2020-09-16,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,330.75,331.0,330.5,7.4812
2020-09-15,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,321.5,321.75,321.25,7.4803
2020-09-14,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,319.75,320.0,319.5,7.4823
2020-09-13,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,322.25,322.5,322.0,7.453
2020-09-12,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,322.25,322.5,322.0,7.453
2020-09-11,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,322.25,322.5,322.0,7.453
2020-09-10,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,320.0,320.25,319.75,7.4688
2020-09-09,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,320.5,320.75,320.25,7.4805
2020-09-08,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,314.25,314.5,314.0,7.4672
2020-09-07,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,332.5,332.75,332.25,7.4483
2020-09-06,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,339.0,339.25,338.75,7.4267
2020-09-05,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,339.0,339.25,338.75,7.4267
2020-09-04,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,339.0,339.25,338.75,7.4267
2020-09-03,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,337.75,338.0,337.5,7.4127
2020-09-02,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,357.75,358.0,357.5,7.3696
2020-09-01,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,366.75,367.0,366.5,7.3553
2020-08-31,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,366.25,366.5,366.0,7.3393
2020-08-30,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,366.25,366.5,366.0,7.3182
2020-08-29,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,366.25,366.5,366.0,7.3182
2020-08-28,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,366.25,366.5,366.0,7.3182
2020-08-27,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,364.0,364.25,363.75,7.3306
2020-08-26,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,372.5,372.75,372.25,7.3591
2020-08-25,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,379.75,380.0,379.5,7.3807
2020-08-24,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,373.0,373.25,372.75,7.3504
2020-08-23,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,361.5,361.75,361.25,7.2286
2020-08-22,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,361.5,361.75,361.25,7.2286
2020-08-21,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,361.5,361.75,361.25,7.2286
2020-08-20,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,373.75,374.0,373.5,7.3083
2020-08-19,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,380.0,380.25,379.75,7.3609
2020-08-18,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,383.5,383.75,383.25,7.3812
2020-08-17,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,378.0,378.25,377.75,7.381
2020-08-16,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,376.75,377.0,376.5,7.3577
2020-08-15,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,376.75,377.0,376.5,7.3577
2020-08-14,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,376.75,377.0,376.5,7.3577
2020-08-13,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,378.25,378.5,378.0,7.3278
2020-08-12,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,379.75,380.0,379.5,7.2996
2020-08-11,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,379.25,379.5,379.0,7.2613
2020-08-10,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,370.0,370.25,369.75,7.3128
2020-08-09,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,371.0,371.25,370.75,7.2792
2020-08-08,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,371.0,371.25,370.75,7.2792
2020-08-07,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,371.0,371.25,370.75,7.2792
2020-08-06,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,379.5,379.75,379.25,7.1722
2020-08-05,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,392.75,393.0,392.5,6.9998
2020-08-04,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,376.75,377.0,376.5,6.9459
2020-08-03,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,376.0,376.25,375.75,6.9497
2020-08-02,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,371.75,372.0,371.5,6.9497
2020-08-01,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,371.75,372.0,371.5,6.9497
2020-07-31,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,371.75,372.0,371.5,6.9497
2020-07-30,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,366.75,367.0,366.5,6.9497
2020-07-29,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,383.5,383.75,383.25,6.9497
2020-07-28,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,377.75,378.0,377.5,6.897
2020-07-27,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,377.0,377.25,376.75,6.8487
2020-07-26,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,380.75,381.0,380.5,6.8476
2020-07-25,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,380.75,381.0,380.5,6.8476
2020-07-24,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,380.75,381.0,380.5,6.8476
2020-07-23,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,384.25,384.5,384.0,6.8471
2020-07-22,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,386.0,386.25,385.75,6.8495
2020-07-21,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,393.5,393.75,393.25,6.8553
2020-07-20,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,377.75,378.0,377.5,6.8562
2020-07-19,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,374.75,375.0,374.5,6.8563
2020-07-18,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,374.75,375.0,374.5,6.8563
2020-07-17,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,374.75,375.0,374.5,6.8563
2020-07-16,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,375.75,376.0,375.5,6.8573
2020-07-15,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,377.5,377.75,377.25,6.8648
2020-07-14,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,372.75,373.0,372.5,6.8648
2020-07-13,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,376.0,376.25,375.75,6.8652
2020-07-12,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,377.5,377.75,377.25,6.8638
2020-07-11,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,377.5,377.75,377.25,6.8638
2020-07-10,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,377.5,377.75,377.25,6.8638
2020-07-09,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,375.5,375.75,375.25,6.8654
2020-07-08,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,378.25,378.5,378.0,6.8647
2020-07-07,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,381.0,381.25,380.75,6.8642
2020-07-06,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,383.75,384.0,383.5,6.859
2020-07-05,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,374.75,375.0,374.5,6.8545
2020-07-04,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,374.75,375.0,374.5,6.8545
2020-07-03,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,374.75,375.0,374.5,6.8545
2020-07-02,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,373.0,373.25,372.75,6.8552
2020-07-01,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,367.0,367.25,366.75,6.8555
2020-06-30,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,360.75,361.0,360.5,6.8555
2020-06-29,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,356.5,356.75,356.25,6.8545
2020-06-28,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,346.5,346.75,346.25,6.854
2020-06-27,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,346.5,346.75,346.25,6.854
2020-06-26,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,346.5,346.75,346.25,6.854
2020-06-25,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,351.5,351.75,351.25,6.8558
2020-06-24,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,352.0,352.25,351.75,6.8575
2020-06-23,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,373.25,373.5,373.0,6.8563
2020-06-22,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,370.75,371.0,370.5,6.8545
2020-06-21,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,370.5,370.75,370.25,6.8563
2020-06-20,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,370.5,370.75,370.25,6.8563
2020-06-19,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,370.5,370.75,370.25,6.8563
2020-06-18,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,358.75,359.0,358.5,6.8573
2020-06-17,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,354.0,354.25,353.75,6.8456
2020-06-16,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,349.25,349.5,349.0,6.8377
2020-06-15,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,332.0,332.25,331.75,6.8343
2020-06-14,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,329.25,329.5,329.0,6.8265
2020-06-13,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,329.25,329.5,329.0,6.8265
2020-06-12,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,329.25,329.5,329.0,6.8265
2020-06-11,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,326.25,326.5,326.0,6.7949
2020-06-10,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,346.5,346.75,346.25,6.7899
2020-06-09,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,341.25,341.5,341.0,6.7951
2020-06-08,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,341.5,341.75,341.25,6.7836
2020-06-07,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,342.5,342.75,342.25,6.7695
2020-06-06,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,342.5,342.75,342.25,6.7695
2020-06-05,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,342.5,342.75,342.25,6.7695
2020-06-04,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,311.75,312.0,311.5,6.7598
2020-06-03,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,315.75,316.0,315.5,6.7429
2020-06-02,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,322.5,322.75,322.25,6.7939
2020-06-01,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,301.75,302.0,301.5,6.8181
2020-05-31,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,290.75,291.0,290.5,6.826
2020-05-30,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,290.75,291.0,290.5,6.826
2020-05-29,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,290.75,291.0,290.5,6.826
2020-05-28,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,286.0,286.25,285.75,6.8016
2020-05-27,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,291.25,291.5,291.0,6.7729
2020-05-26,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,300.75,301.0,300.5,6.804
2020-05-25,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,288.0,288.25,287.75,6.804
2020-05-24,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,288.0,288.25,287.75,6.804
2020-05-23,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,288.0,288.25,287.75,6.804
2020-05-22,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,288.0,288.25,287.75,6.804
2020-05-21,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,298.5,298.75,298.25,6.8005
2020-05-20,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,300.5,300.75,300.25,6.7963
2020-05-19,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,291.25,291.5,291.0,6.872
2020-05-18,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,305.75,306.0,305.5,6.872
2020-05-17,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,272.5,272.75,272.25,6.9166
2020-05-16,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,272.5,272.75,272.25,6.9166
2020-05-15,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,272.5,272.75,272.25,6.9166
2020-05-14,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,258.75,259.0,258.5,6.9668
2020-05-13,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,242.5,242.75,242.25,6.9915
2020-05-12,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,245.25,245.5,245.0,7.0248
2020-05-11,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,252.25,252.5,252.0,7.0803
2020-05-10,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,251.25,251.5,251.0,7.1088
2020-05-09,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,251.25,251.5,251.0,7.1088
2020-05-08,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,251.25,251.5,251.0,7.1088
2020-05-07,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,251.25,251.5,251.0,7.2339
2020-05-06,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,236.5,236.75,236.25,7.1463
2020-05-05,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,248.75,249.0,248.5,7.0677
2020-05-04,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,216.5,216.75,216.25,7.0278
2020-05-03,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,214.0,214.25,213.75,6.9845
2020-05-02,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,214.0,214.25,213.75,6.9845
2020-05-01,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,214.0,214.25,213.75,6.9845
2020-04-30,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,230.25,230.5,230.0,6.9845
2020-04-29,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,202.25,202.5,202.0,6.9913
2020-04-28,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,183.75,184.0,183.5,7.0006
2020-04-27,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,180.75,181.0,180.5,6.9801
2020-04-26,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,186.75,187.0,186.5,6.9715
2020-04-25,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,186.75,187.0,186.5,6.9715
2020-04-24,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,186.75,187.0,186.5,6.9715
2020-04-23,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,206.5,206.75,206.25,6.9833
2020-04-22,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,188.25,188.5,188.0,6.9833
2020-04-21,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,192.25,192.5,192.0,6.9719
2020-04-20,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,237.0,237.25,236.75,6.9207
2020-04-19,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,258.0,258.25,257.75,6.9255
2020-04-18,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,258.0,258.25,257.75,6.9255
2020-04-17,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,258.0,258.25,257.75,6.9255
2020-04-16,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,251.25,251.5,251.0,6.9197
2020-04-15,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,238.5,238.75,238.25,6.8628
2020-04-14,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,254.0,254.25,253.75,6.7874
2020-04-13,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,273.5,273.75,273.25,6.774
2020-04-12,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,273.5,273.75,273.25,6.6998
2020-04-11,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,273.5,273.75,273.25,6.6998
2020-04-10,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,273.5,273.75,273.25,6.6998
2020-04-09,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,273.5,273.75,273.25,6.7504
2020-04-08,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,282.5,282.75,282.25,6.7827
2020-04-07,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,296.75,297.0,296.5,6.7496
2020-04-06,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,294.25,294.5,294.0,6.7671
2020-04-05,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,296.75,297.0,296.5,6.7024
2020-04-04,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,296.75,297.0,296.5,6.7024
2020-04-03,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,296.75,297.0,296.5,6.7024
2020-04-02,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,269.25,269.5,269.0,6.6792
2020-04-01,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,268.0,268.25,267.75,6.6548
2020-03-31,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,289.5,289.75,289.25,6.5815
2020-03-30,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,284.25,284.5,284.0,6.5277
2020-03-29,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,300.25,300.5,300.0,6.4462
2020-03-28,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,300.25,300.5,300.0,6.4462
2020-03-27,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,300.25,300.5,300.0,6.4462
2020-03-26,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,304.0,304.25,303.75,6.4676
2020-03-25,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,305.75,306.0,305.5,6.4139
2020-03-24,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,301.5,301.75,301.25,6.506
2020-03-23,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,283.5,283.75,283.25,6.5983
2020-03-22,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,295.25,295.5,295.0,6.4956
2020-03-21,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,295.25,295.5,295.0,6.4956
2020-03-20,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,295.25,295.5,295.0,6.4956
2020-03-19,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,288.0,288.25,287.75,6.5271
2020-03-18,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,274.5,274.75,274.25,6.4628
2020-03-17,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,304.0,304.25,303.75,6.4644
2020-03-16,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,309.75,310.0,309.5,6.3743
2020-03-15,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,342.75,343.0,342.5,6.2824
2020-03-14,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,342.75,343.0,342.5,6.2824
2020-03-13,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,342.75,343.0,342.5,6.2824
2020-03-12,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,343.0,343.25,342.75,6.2376
2020-03-11,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,377.75,378.0,377.5,6.1613
2020-03-10,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,372.5,372.75,372.25,6.1261
2020-03-09,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,364.0,364.25,363.75,6.1208
2020-03-08,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,420.0,420.25,419.75,6.093
2020-03-07,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,420.0,420.25,419.75,6.093
2020-03-06,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,420.0,420.25,419.75,6.093
2020-03-05,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,463.5,463.75,463.25,6.0882
2020-03-04,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,469.5,469.75,469.25,6.1014
2020-03-03,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,467.75,468.0,467.5,6.2055
2020-03-02,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,461.0,461.25,460.75,6.2304
2020-03-01,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,447.0,447.25,446.75,6.2371
2020-02-29,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,447.0,447.25,446.75,6.2371
2020-02-28,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,447.0,447.25,446.75,6.2371
2020-02-27,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,451.5,451.75,451.25,6.1704
2020-02-26,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,474.25,474.5,474.0,6.1574
2020-02-25,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,492.25,492.5,492.0,6.1328
2020-02-24,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,492.75,493.0,492.5,6.1494
2020-02-23,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,516.5,516.75,516.25,6.1133
2020-02-22,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,516.5,516.75,516.25,6.1133
2020-02-21,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,516.5,516.75,516.25,6.1133
2020-02-20,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,528.0,528.25,527.75,6.0934
2020-02-19,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,526.75,527.0,526.5,6.069
2020-02-18,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,514.25,514.5,514.0,6.0687
2020-02-17,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,520.0,520.25,519.75,6.046
2020-02-16,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,523.5,523.75,523.25,6.0579
2020-02-15,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,523.5,523.75,523.25,6.0579
2020-02-14,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,523.5,523.75,523.25,6.0579
2020-02-13,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,522.5,522.75,522.25,6.0568
2020-02-12,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,518.25,518.5,518.0,6.0324
2020-02-11,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,504.5,504.75,504.25,6.038
2020-02-10,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,502.25,502.5,502.0,6.0059
2020-02-09,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,515.0,515.25,514.75,5.9884
2020-02-08,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,515.0,515.25,514.75,5.9884
2020-02-07,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,515.0,515.25,514.75,5.9884
2020-02-06,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,515.75,516.0,515.5,5.9891
2020-02-05,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,515.0,515.25,514.75,5.9867
2020-02-04,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,499.5,499.75,499.25,5.9822
2020-02-03,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,490.75,491.0,490.5,5.9863
2020-02-02,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,508.75,509.0,508.5,5.9833
2020-02-01,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,508.75,509.0,508.5,5.9833
2020-01-31,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,508.75,509.0,508.5,5.9833
2020-01-30,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,516.75,517.0,516.5,5.9824
2020-01-29,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,530.5,530.75,530.25,5.9512
2020-01-28,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,531.5,531.75,531.25,5.9441
2020-01-27,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,519.0,519.25,518.75,5.9478
2020-01-26,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,541.5,541.75,541.25,5.9394
2020-01-25,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,541.5,541.75,541.25,5.9394
2020-01-24,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,541.5,541.75,541.25,5.9394
2020-01-23,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,551.5,551.75,551.25,5.9259
2020-01-22,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,558.25,558.5,558.0,5.94
2020-01-21,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,574.75,575.0,574.5,5.9297
2020-01-20,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,582.5,582.75,582.25,5.9085
2020-01-19,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,574.0,574.25,573.75,5.867
2020-01-18,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,574.0,574.25,573.75,5.867
2020-01-17,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,574.0,574.25,573.75,5.867
2020-01-16,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,581.0,581.25,580.75,5.879
2020-01-15,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,580.75,581.0,580.5,5.8933
2020-01-14,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,585.0,585.25,584.75,5.8917
2020-01-13,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,583.5,583.75,583.25,5.8635
2020-01-12,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,599.5,599.75,599.25,5.8819
2020-01-11,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,599.5,599.75,599.25,5.8819
2020-01-10,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,599.5,599.75,599.25,5.8819
2020-01-09,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,601.0,601.25,600.75,5.8916
2020-01-08,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,612.75,613.0,612.5,5.9679
2020-01-07,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,625.0,625.25,624.75,5.9701
2020-01-06,10 ppm ULSD CIF Med (Genova/Lavera),$/TON,625.0,625.25,624.75,5.9766
