Date,Total Inflows,Customers - DDS,Customers - EFT,T&S Collections,FX Sales,Other operations,Total Outflows,Tüpraş,Other Oil,Gas,Import payments (FX purchases),Tax,Operatioınal and Admin. Expenses,VIS Buyback Payments,Net Cashflow from Operations,Inflows- currency
2019-07-29,99799146.89,49112000,33256083.14,17431063.75,0.0,0,-67204100.44,-50452241.74,-10187911.5,-3441183.5,0,-412385.45,-2710378.25,0,32595046.450000003,
2019-07-30,72273320.0325,45328250,19312369.2825,7632700.75,0.0,0,-31772496.4625,-9094301.5075,-2456000,-3503090.75,-14010625,-870281.77,-1838197.435,0,40500823.57,
2019-07-31,66298761.8275,34144250,26033143.955000002,3244880.1225000005,2876487.75,0,-48168280.12500001,-16295799.9425,-10099881.6775,-4467077.25,-13193912.5,-3631279.9025,-480328.8524999991,0,18130481.702499993,
2019-08-01,34395050.5525,16801250,11393538.5525,6200262,0.0,0,-38575301.295,-17193856.0925,-3927522,-1401350.5,-14981075,-80174.665,-991323.0374999996,0,-4180250.7424999997,
2019-08-02,22290652.150000002,5012250,11992835.6625,5285566.4875,0.0,0,-11504067.705,-4784624.5625,-1433.5,-1229720.5,-4196400,-157028.95500000002,-1134860.1875,0,10786584.445000002,
2019-08-05,104616761.67500001,53004500,34063458.9275,17548802.747500002,0.0,0,-99193249.0325,-35586543.385,-17017017,-650749,0,-3315450.8625,-2365209.875,-40258278.91,5423512.642500013,
2019-08-06,39529178.5675,18339000,14597643.71,6592534.8575,0.0,0,-60040294.3775,-20690650.3175,-541827.2275,-548195.8375,-26593200,-2292818.1775,-9373602.8175,0,-20511115.809999995,
2019-08-07,49988424.9975,20060500,19016431.8875,10911493.11,0.0,0,-13692044.0125,-6508337.4675,-4311172.1025,-419258.985,0,-1304061.59,-1149213.8675,0,36296380.985,
2019-08-08,34202916.785000004,14663500,15582309.537500001,3957107.2475,0.0,0,-28888931.564999998,-20532863.015,0,-1072647.91,0,-5580903.5325,-1702517.1075,0,5313985.220000006,
2019-08-09,50525580.495,12982000,30400001.8275,7143578.6674999995,0.0,0,-39809709.5375,-17581004.4,-14365949.3525,-1129723.2675,0,-3649629.7625,-3083402.755,0,10715870.957499996,
2019-08-15,249223573.93,147751250,73270299.67999999,26878088,0.0,1323936.25,-175261086.11,-51786268.5625,-19922832.75,-9185371,-29604187.5,-58462838.335,-6299587.9624999985,0,73962487.82,
2019-08-16,49392666.7725,22737500,17782124.0225,8873042.75,0.0,0,-61372549.51,-53313993.3875,-2971427.25,-818055.25,0,-862665.2225,-3406408.4000000004,0,-11979882.737499997,
2019-08-19,69057610.5,26780500,30352144.25,11924966.25,0.0,0,-102044809.0175,-32400827.045,-4472115.1850000005,-6156344.25,-50686550,-5898422.27,-2430550.2675,0,-32987198.5175,
2019-08-20,56761195.739999995,21585250,20688400.239999995,9740045.5,4747500.0,0,-42430572.8975,-4458952.2,-48972.25,-2432577.25,-20715750,0,-2094504.585,-12679816.6125,14330622.842499994,
2019-08-21,39762574.5325,22462500,13351443.434999999,3948631.0975,0.0,0,-13604698.105,-8608284.825,-3703706.25,-716882.25,0,0,-575824.7800000003,0,26157876.4275,
2019-08-22,33134424.31,16369500,12105685.895,4659238.415,0.0,0,-29410172.772499997,-16523574.77,-44970.75,-846285.5,-532550.7475,0,-11462791.004999999,0,3724251.5375000015,
2019-08-23,41499827.8,17340000,18511540.799999997,5648287,0.0,0,-23031806.646678995,-14848078.315,-19961,-1402179.58,-2593298.964179,-3170624.95,-997663.8374999999,0,18468021.153321,
2019-08-26,109253783.96,63759750,29570033.959999997,15924000,0.0,0,-146414264.43734375,-45177791.1075,-3484305,-4198699.5,-20912221.55734375,-68253427.99249999,-4387819.28,0,-37160480.47734375,
2019-08-27,45672340.9125,22508250,16939188.9125,6224902,0.0,0,-56833003.075,-10390168.035,-10269722.5,-4438803.25,-26114625,-4587367.075,-1032317.215,0,-11160662.162500001,
2019-08-28,28034753.485,15295750,11052342.735,1686660.75,0.0,0,-14198864.060000002,-7049194.17,-5368348.165,-905518.0825,0,-46607.64,-829196.0025000004,0,13835889.424999997,
2019-08-29,109640165.73750001,41826750,53417137.150000006,12643260.8375,1753017.75,0,-47923942.097500004,-20481373.0625,-2166329.395,-5044765.835000001,-14695663.875,-2304843.305,-3230966.6250000005,0,61716223.64000001,
2019-09-02,103166155.285,71967500,24375177.035000004,6823478.25,0.0,0,-60687037.69749999,-45570799.69,-8502050.82,-4201686.59,0,-756316.12,-1656184.4775,0,42479117.587500006,
2019-09-03,56327300.175,14960000,25885538.675,15481761.5,0.0,0,-18471010.872500002,-6065340.8575,-113918.5,-1156055.25,-10081050,0,-1054646.2650000001,0,37856289.302499995,
2019-09-04,37925066.9775,16443250,15924915.227499997,5556901.75,0.0,0,-60843803.815,-12549310.992500002,0,-1724897.75,-9488707.5,-38820.8425,-5237831.3625,-31804235.3675,-22918736.8375,
2019-09-05,37963003.4475,16909750,12906753.4475,8146500,0.0,0,-32466779.2575,-13670517.47,-13544396.7975,-1630007.2275,0,-2902271.67,-719586.0925,0,5496224.189999998,
2019-09-06,71462634.255,46915250,17662045.255000003,6885339,0.0,0,-23740267.625,-12472168.3075,-5328933,-1588869.75,-855615.0000000001,-8995.6125,-3485685.955,0,47722366.629999995,
2019-09-09,89136475.155,33785250,34069922.405,21281302.75,0.0,0,-100465914.70500001,-50649552.27,-12040330.75,-3215265.5,-28999515,-58497.25,0,-5502753.935,-11329439.550000012,
2019-09-10,42981373.035,18452500,18295523.02,6233350.015000001,0.0,0,-73335747.0475,-7716934.9025,-2151511.5425,-1010342.685,0,-61712808.309999995,-744149.6075,0,-30354374.012500003,
2019-09-11,34643174.45,15647250,12926743.110000001,6069181.34,0.0,0,-22000350.2,-14406425.5525,-4724646.41,-1457917.2075,0,-1286483.7175,-124877.31249999953,0,12642824.250000004,
2019-09-12,40283278.375,15802500,15878978.5625,8601799.8125,0.0,0,-21020827.010000005,-9870688.33,-8810499.09,-1607417.9675,0,-25974.675,-706246.9475000009,0,19262451.364999995,
2019-09-13,95046090.64750001,72171250,16923361.8975,5951478.75,0.0,0,-29723511.4925,-16433441.04,-2229663.505,-1271970.1125,-2556225,-6709674.305,-409811.1050000002,-112726.425,65322579.15500001,
2019-09-16,61907545.80500001,5313250,36617045.80500001,19977250,0.0,0,-121219846.38499999,-46000311.6925,-16652340,-1618250,-51900740,-549595.2575,-4498609.434999999,0,-59312300.57999998,
2019-09-17,39475370.18,18281000,14675033.93,6519336.25,0.0,0,-17380105.2975,-7939587.23,-2577750,-274000,0,-4001171.0475,-2587597.0199999996,0,22095264.8825,
2019-09-18,39609096.965,13678000,16901065.215000004,9030031.75,0.0,0,-56336304.7325,-9694906.465,-4146250,-519250,0,-712077.9,-6393729.82,-34870090.5475,-16727207.767499998,
2019-09-19,34783558.89,13678000,13888780.389999999,7216778.5,0.0,0,-21328338.139999997,-10990599.65,-8198925,-388250,0,-417668.8375,-1332894.6524999999,0,13455220.750000004,
2019-09-20,36428264.987500004,13941000,18399134.237500004,4088130.75,0.0,0,-25087630.0625,-18227139.035,-4361000,-392250,0,-167904.9675,-1932384.67,-6951.39,11340634.925000004,
2019-09-23,86949559.94250001,52178000,24986209.805,9785350.1375,0.0,0,-44396378.86750001,-34546072.99,-4493733.75,-852665.95,-315304,-45640.53,0,-4142961.647499999,42553181.075,
2019-09-24,38129498.85,18388000,13426726.427500002,6314772.422499999,0.0,0,-13673479.175,-8132348.1575,0,-1222261.9849999999,-35539.375,-1487483.1225,-2748109.5149999997,-47737.02,24456019.675,
2019-09-25,43103283.955,30120750,10603441.705,2379092.25,0.0,0,-99438746.28,-17040820.3275,-23988.99,-1108599.1775,-31580912.5,-48484123.805,-1200301.48,0,-56335462.325,
2019-09-26,34615122.0325,14998250,13011060.16,6605811.8725000005,0.0,0,-57050895.5775,-4987564.67,-16110519.955,-2386543.555,-4247625,-26349701.9425,-2968940.455,0,-22435773.545,
2019-09-27,35560369.0375,15594250,15160670.524999999,4805448.5125,0.0,0,-47478947.0375,-11534491.14,-7929737.665,-5807497.035,-21281250,-300569.21,-625401.9875,0,-11918578,
2019-09-30,138542133.60750002,79204250,45398773.6075,12090750,1848360.0,0,-73435409.8325,-28823189.0525,-30372574.95,-3533739.4775,0,-5991301.8725000005,-4714604.480000003,0,65106723.77500002,
2019-10-01,42936749.885,17698750,16980098.134999998,8257901.75,0.0,0,-20673295.89,-5368424.25,-4993337.5,-8252417,-996590,-70129.19,-992397.9500000002,0,22263453.994999997,
2019-10-02,20729143.295,3380500,13635912.295000002,3712731,0.0,0,-40103704.1875,-23412781.7625,-8164108,-4897879.5075,0,0,-3628934.9175000004,0,-19374560.8925,
2019-10-03,41373867.045,14371250,16668307.045,10334310,0.0,0,-55952857.855000004,-13477278.305,-3210481.12,-1409147.08,0,-2121601.09,-1175565.415,-34558784.845,-14578990.810000002,
2019-10-04,34672582.695,15132500,13644165.195000002,5895917.5,0.0,0,-16454976.2925,-10142996.3525,-3717625.25,-470939.5,-78256.25,-171813.8,-1873345.1399999997,0,18217606.4025,
2019-10-07,81352139.8275,48130000,21139639.827499997,12082500,0.0,0,-66232234.455,-26915384.525,-10100000,-3075000,-23257085,-6066.43,-2878698.5,0,15119905.372500002,
2019-10-08,42535716.665,16482500,16580117.594999999,9473099.07,0.0,0,-21576165.537499998,-9174033.555,-3858614.5,-451154.5,-31828.5,-3923440.2975,-4137094.1849999987,0,20959551.1275,
2019-10-09,39510831.35,16705250,15527434.532499997,7278146.8175,0.0,0,-20923093.847500004,-14096542.845,-419877.5,-235054.25,0,-5481417.23,-690202.0225,0,18587737.502499998,
2019-10-10,53243739.2675,30222500,17667435.7675,5353803.5,0.0,0,-90441311.5575,-10073308.18,-822202.0475,-4087696.145,-25862100,-48750000,-846005.185,0,-37197572.29000001,
2019-10-11,52851841.4725,16056500,23439126.939999998,1459307.3775,11896907.155,0,-10528920.559999999,-8249092.6025,-293513.5,-350763.5,0,0,-1635550.9575,0,42322920.912499994,
2019-10-14,82975938.5175,45504000,25930742.267500002,11541196.25,0.0,0,-45159994.3575,-28195033.4975,-12643087,-1206811.25,0,-18056.805,-3097005.8049999997,0,37815944.16,
2019-10-15,88646182.69999999,44031500,34329986.474999994,8773915.725,0.0,1510780.5,-101709963.1675,-4731694.5675,-627876.25,-231523,-88832125,-5573350.98,-1713393.3699999996,0,-13063780.467500016,
2019-10-16,35723401.93,15420750,14173165.93,6129486,0.0,0,-50345320.125,-2542387.7825,-17150034.75,-793352,-23171425,-5239256.4075,-1448864.1849999987,0,-14621918.195,
2019-10-17,25564984.247499995,4725500,14450379.659999995,6389104.5875,0.0,0,-32314965.3575,-23646785.895,-1690439.99,-827942.0775,0,-572971.885,-5576825.51,0,-6749981.110000007,
2019-10-18,41661309.519999996,13946000,17726990.02,9988319.5,0.0,0,-47264158.075,-3774387.545,-740576.25,-621337.5,0,-119654.4025,-4611482.4275,-37396719.95,-5602848.555000007,
2019-10-21,89203149.9775,45802500,30268248.135000005,13132401.8425,0.0,0,-51762556.61,-34870820.565,-11669370.6675,-3526612.9075,0,-144720.025,-1551032.4450000008,0,37440593.36750001,
2019-10-22,37047394.4725,19665000,11859542.674999999,5522851.7975,0.0,0,-16968979.14,-10822482.7825,-3380881.3875,-1132198.0625,0,-811476.0725,-271763.57749999966,-550177.2575,20078415.332499996,
2019-10-23,46915182.1125,15306750,18686872.595000003,12921559.5175,0.0,0,-14587084.596084252,-9386867.2125,-3275074.865,-1118280.4275,-319681.69108425,-85996.9925,-401183.40750000003,0,32328097.516415745,
2019-10-24,32151912.6175,14327000,12101422.184999999,5723490.432499999,0.0,0,-19101985.83949,-11998094.1675,-3669952,-1426178.845,-1846885.6969900003,-16863.1475,-144011.9824999997,0,13049926.77801,
2019-10-25,53499414.7825,28073750,19257900.045,6167764.737500001,0.0,0,-91540916.15,-13021587.4325,-3104111.25,-504022.75,0,-72098735.2675,-2812459.45,0,-38041501.36750001,
2019-10-28,63275763.004999995,42170750,21105013.005,0,0.0,0,-53175296.6925,-31101452.7875,-18364972.75,-2018799.5,0,0,-1690071.6550000012,0,10100466.312499993,
2019-10-30,123616500.6275,62424500,40129346.93,21062653.697499998,0.0,0,-66291220.7925,-25025336.9725,-5000836.7925,-1008995.8350000001,-28421700,-4399972.6525,-2434378.54,0,57325279.835,
2019-10-31,67431861.4025,29697750,24485206.609999996,6642108.2925,6606796.5,0,-29513870.5825,-7146221.1675,-20406043.075,-991628.3725,-14279.250000000002,-531285.0925,-424413.625000001,0,37917990.82000001,
2019-11-01,32590673.425000004,15283750,12853048.310000002,4453875.115,0.0,0,-30442163.7275,-12201282.445,-4352188.0675,-1106788.355,-6808531.25,-3895014.7075,-2078358.9025,0,2148509.6975000054,
2019-11-04,50045641.42999999,15936500,22879275.647499997,11229865.782499999,0.0,0,-84364751.2325,-37798127.1275,-13554883.5,-2841258.75,-25924750,-1982224.0575,-2263507.7974999994,0,-34319109.80250001,
2019-11-05,67476228.64250001,19942250,27333696.940000005,20200281.7025,0.0,0,-33550295.54,-5275314.869999999,-867406,-1186528,-3439200,-50506.52,-1415382.8725,-21315957.2775,33925933.102500014,
2019-11-06,30174525.0775,15932500,10331915.344999999,3910109.7325,0.0,0,-41466892.81999999,-9064504.1675,-2495540.5,-969479.115,-28370425,-48.55,-566895.4874999999,0,-11292367.742499992,
2019-11-07,37132019.06999999,15520750,13642301.262499997,7968967.807499999,0.0,0,-50071860.247499995,-11065835.1425,-3383445.75,-6838480.96,-24560662.5,-1844557.0025,-2378878.8925,0,-12939841.177500002,
2019-11-08,54342714.220000006,14751500,25349900.4175,14241313.8025,0.0,0,-18294809.795,-11377128.135,-3825728.75,-378573.75,-86298.3,-205630.49,-2421450.3699999996,0,36047904.425000004,
2019-11-11,97971183.57000001,61396500,25486829.417500004,11087854.1525,0.0,0,-116466814.16749999,-47335399.1025,-9258838.760000002,-2587463.5,0,-52560109.7825,-4725003.0225,0,-18495630.59749998,
2019-11-12,41285214.85,15770500,17203128.985,8311585.865,0.0,0,-6993259.492500001,-4983403.0475,-82777.515,-978947.33,0,-72838.9725,-875292.6275000001,0,34291955.3575,
2019-11-13,30969839.152500004,14412750,12576104.747500002,3980984.4050000003,0.0,0,-46027320.949999996,-10548047.135,-13626119.75,-388840,-19618695,-1222435.69,-623183.3750000001,0,-15057481.797499992,
2019-11-14,53991950.405,22081500,21255503.877500005,10654946.5275,0.0,0,-18177503.122500002,-10566951.675,-2765864.5,-1389030.9525,0,-1199812.2975,-2255843.6975,0,35814447.2825,
2019-11-15,71708283.1725,36306000,29969337.969999995,4219457.36,0.0,1213487.8425,-43914371.480000004,-942321.14,-2830375,-1011177.5,-36429750,-435771.35,-2264976.49,0,27793911.692499995,
2019-11-18,71946109.62750001,40763500,22227733.805000007,8954875.8225,0.0,0,-92626993.40525,-34322718.955,-14924832.8575,-2334657.2752500004,-25807125,-12264409.485,-2973249.8325,0,-20680883.777749985,
2019-11-19,24307802.0225,5682500,10152851.4375,8472450.585,0.0,0,-12258505.67,-5058093.4975,-307437.5,-3262721.5,0,-2882197.935,-748055.2375,0,12049296.352500001,
2019-11-20,57789985.307500005,16104500,24527934.900000002,17157550.4075,0.0,0,-63857317.042500004,-8828527.175,-14774932.4575,-745452.75,-1713990,-176772.0475,-1124342.6375000011,-36493299.975,-6067331.734999999,
2019-11-21,31886543.069999997,14904250,12110232.237499999,4872060.8325,0.0,0,-31971555.7325,-26295150.9975,0,-987742.35,0,-4241108.2525,-447554.1325,0,-85012.66250000522,
2019-11-22,39926808.23,14427000,17789576.88,7710231.35,0.0,0,-15096413.524999999,-6547449.1375,-1859261.75,-999209,0,-2548918.28,-3141575.3575000004,0,24830394.705,
2019-11-25,93538294.44250001,58184000,24695009.369999997,10659285.0725,0.0,0,-89059035.0375,-27706393.8275,-6798024.5,-2285191.5,-6603850,-43174709.817499995,-2490865.3925,0,4479259.405000016,
2019-11-26,38692053.7025,16418750,15244810.190000001,7028493.512499999,0.0,0,-31289778.157999996,-4867210.3325,0,-1056656.5,-3774088.843,-20395222.3375,-1196600.145,0,7402275.5445000045,
2019-11-27,35002585.692499995,18518000,12102358.167499999,4382227.525,0.0,0,-43254990.51,-13504353.8925,0,-5508278,-23624850,-72.825,-617435.7925000002,0,-8252404.817500003,
2019-11-28,30391470.3075,15065000,11823491.639999999,3502978.6675000004,0.0,0,-41366701.007475,-7971778.81,-21866072.265,-5943325.100000001,-1671968.859975,-3240573.0825,-672982.89,0,-10975230.699975003,
2019-11-29,86728268.7375,35782750,47382565.40749999,3562953.33,0.0,0,-13893580.5975,-3446980.3225,-4833256.0125,-1132922.75,-14372.25,-1851742.8225,-2614306.44,0,72834688.14,
2019-12-02,90451345.87249999,46820500,28914273.5075,14716572.364999998,0.0,0,-70711968.2725,-24743005.7775,-9806232.685,-3423528.8975,-26414925,-2986939.225,0,-3337336.687499999,19739377.599999994,
2019-12-03,28622727.235,6363750,13914018.395,8344958.84,0.0,0,-13683366.932500001,-5213504.925,-5988750,-872902.75,0,-124394.715,-1483814.5425,0,14939360.302499998,
2019-12-04,46396452.345,14607250,19632608.45,12156593.895,0.0,0,-39265598.1875,-5505720.4875,-2537000,-1574000,0,0,-1168329.1800000002,-28480548.52,7130854.157499999,
2019-12-05,32366547.692500003,13653500,13209512.2375,5503535.455,0.0,0,-25299741.265,-15421591.7275,-4626551.735,-1481782,0,-2307438.99,-1462376.8125,0,7066806.427500002,
2019-12-06,39909956.7125,14490500,16926480.8025,8492975.91,0.0,0,-9682895.217500001,-5635167.34,-52714.5975,-1631926.5525,0,-50616.445,-2312470.2824999997,0,30227061.494999997,
2019-12-09,81441795.2825,44652750,26048028.0675,10741017.215,0.0,0,-70637654.4175,-28032912.06,-21491071.03,-2210974.5,-13630000,-144314.9425,-5128381.885000002,0,10804140.864999995,
2019-12-10,58920090.7325,31768250,18258824.762500003,8893015.969999999,0.0,0,-89025550.70782,-10163309.0075,-13608750,-1010500,-992801.0703199999,-58152635.795,-5097554.835,0,-30105459.975319996,
2019-12-11,42212307.595,16576500,16033511.205000002,9602296.39,0.0,0,-47142754.93,-9130965.6825,-9495921,-796184.5,-27304800,-25839.1475,-389044.6,0,-4930447.335000001,
2019-12-12,47426161.275000006,14999000,19341254.4125,13085906.8625,0.0,0,-26540130.4725,-14939766.265,-9263303.5,-837872.25,-319176,-33867.855,-1146144.6025,0,20886030.802500006,
2019-12-13,44738323.4425,11819000,21704482.472500004,11214840.969999999,0.0,0,-15824695.9875,-13244802.0175,-60912.93,-1025303.25,0,-238295.045,-1255382.745,0,28913627.455000002,
2019-12-16,140826964.7,69429000,46656139.3625,23622385.2675,0.0,1119440.07,-81951002.35249999,-31347268.25,-12317038.9825,-2391250,-29941375,-983689.755,-4970380.365,0,58875962.3475,
2019-12-17,35161602.925000004,4503000,19758378.085000005,10802847.09,0.0,97377.75,-16492559.71,-4670925.645,-4809000,-1576025,-2854637.5,-1654959.6675,-927011.8975,0,18669043.215000004,
2019-12-18,29859874.827500004,16652750,10055828.825000001,3151296.0025,0.0,0,-45727777.61750001,-2207911.0525,-6068000,-653750,-1478137.5,-232196.3375,-1442824.0425,-33644958.685,-15867902.790000003,
2019-12-19,40200414.695,13369250,16090046.8675,10741117.8275,0.0,0,-24513319.26,-10080312.35,-7289000,-1549500,-1484950,-2953118.8575,-1156438.0525,0,15687095.434999999,
2019-12-20,33258121.36,13413250,14954611.1325,4890260.2275,0.0,0,-27318372.45,-8540205.095,-6700000,-970250,-2991080,-3760099.7925,-4356737.5625,0,5939748.91,
2019-12-23,97996618.92750001,43972500,34117762.862500004,19906356.064999998,0.0,0,-85880722.6375,-39950524.86,-8547250,-4684750,-30167312.5,-88563.26,-2442322.0175,0,12115896.290000007,
2019-12-24,54448633.3925,20287500,22937862.3925,11223271,0.0,0,-14568295.607500002,-12345217.035,-370500,-983500,-41172.5,-161213.005,-666693.0675,0,39880337.785,
2019-12-25,42013446.9975,28781750,9903047.977499997,3328649.02,0.0,0,-79477369.9145265,-17496680.5425,-10397250,-544750,-1534128.4270265,-46859998.775,-2644562.17,0,-37463922.917026505,
2019-12-26,32683398.552499995,12936500,13076746.854999999,6670151.6975,0.0,0,-62271086.395,-6201248.11,-9453750,-1073250,-26768520,-17953666.9025,-820651.3825000001,0,-29587687.84250001,
2019-12-27,36239260.1125,13366000,17469415.41,5403844.7025,0.0,0,-23595230.72,-7744618.045,-6786750,-1032500,-4149394.05,-2951584.0975,-930384.5275,0,12644029.392499998,
2019-12-30,128480346.8525,68318500,42979865.542500004,17181981.31,0.0,0,-98054452.07000001,-31889736.33,-18540750,-2839000,-36586643.75,-89799.59,-8108522.4,0,30425894.7825,
2019-12-31,74393131.4525,33365750,32330433.5925,5634447.86,0.0,3062500,-14048925.5975,-7626617.255000001,-732750,-3132500,0,0,-2557058.3425000003,0,60344205.855000004,
2021-01-04,96472466.03,37350500,33135604.994999997,19986361.035,0.0,6000000,-73998572.849575,-55199851.6825,-10359157.5925,-4125999.525,-39395.579574999996,-29.75,-4274138.719999999,0,22473893.180425003,0.0
2021-01-05,44899426.565,6884250,20577206.1525,15062970.412500001,0.0,2375000,-20004169.3825,-6055431.0075,-6744214.7725,-210635.81,-227797.5,-5601650.7525,-1160068.0974999997,-4371.4425,24895257.182499997,0.0
2021-01-06,25876275.6175,10855500,10379891.19,4265884.4275,0.0,375000,-47958594.16,-5649961.86,-1809535.67,-2002375.9124999999,-678802.5000000001,-82656.36,-2424177.1950000003,-35311084.662499994,-22082318.542499997,0.0
2021-01-07,40406632.0475,13348750,14212260.922500001,10595621.125,0.0,2250000,-20005306.36,-11258151.62,-1876657.1225,-669548.8150000001,0,-535613.98,-5665334.822499999,0,20401325.6875,0.0
2021-01-08,41040067.89,10519000,20769887.742499996,9751180.1475,0.0,0,-49267577.15925,-12190170.4975,-5152893.3875,-691714.7625,-18778525.84675,-7626.5075,-12117378.125,-329268.0325,-8227509.269249998,0.0
2021-01-11,90310665.765,54455000,21375316.795,14480348.969999997,0.0,0,-120250289.70250002,-22260425.1725,-18497713.799999997,-4315838.5675,-18613750,-41446877.08,-10990685.082500007,-4125000,-29939623.937500015,0.0
2021-01-12,45765787.417500004,16695500,16675540.080000002,12394747.3375,0.0,0,-37849604.5325,-23877212.9475,-2757635.1375,-145909.425,-1231696.25,-3152534.715,-5588348.609999999,-1096267.4475,7916182.885000005,0.0
2021-01-13,30909340.665,13847000,11974417.635,5087923.029999999,0.0,0,-14840604.3975,-5008581.64,-2472186.77,-2278866.91,0,-1540476.06,-3540493.0175,0,16068736.267499998,0.0
2021-01-14,45533258.9275,23506000,17646525.21,4380733.717499999,0.0,0,-11127757.717500001,-5564130.575,-2101947.56,-907706.0175000001,0,-16384.505,-2537589.06,0,34405501.21,0.0
2021-01-15,80676837.53999999,26360750,40727582.894999996,11828790.132499998,0.0,1759714.5125,-53803575.2125,-16987863.46,-6720157.4725,-733646.43,-16015000,-811600.79,-11979453.395,-555853.665,26873262.327499993,0.0
2021-01-18,58444590.67,41453000,13966105.880000003,3025484.7900000005,0.0,0,-64271812.572500005,-28438135.99,-15139756.605,-2254476.3125,-4698750,-25681.864999999998,-7965011.800000001,-5750000,-5827221.902500004,0.0
2021-01-19,28578498.935000002,3695000,17965245.980000004,6918252.955,0.0,0,-58540093.4075,-15363956.22,-138286.74,-387032.08999999997,-37301250,-871801.0225,-4377598.899999999,-100168.435,-29961594.472499996,0.0
2021-01-20,34392261.41,13201500,13962136.7575,7228624.652499999,0.0,0,-48822187.315,-6709629.1975,-61067.425,-1034859.47,0,-2502407.0025,-4948312.255,-33565911.965,-14429925.905000001,0.0
2021-01-21,27008805.742500003,13165000,11283301.277500002,2560504.465,0.0,0,-12580257.63,-8932381.72,-196447.4475,-879108.9925,0,-606120.6775,-1966198.7925,0,14428548.112500003,0.0
2021-01-22,32660951.8675,10047250,16084999.712499999,6528702.154999999,0.0,0,-20482390.747500002,-5266262.955,-2297849.5774999997,-979857.7725,0,-3529041.24,-7431137.3175,-978241.885,12178561.119999997,0.0
2021-01-25,79501054.8325,48202750,23550460.950000003,7747843.882499999,0.0,0,-117247925.29,-57103722.915,-14181420.567499999,-4667505.624999999,-112502.5,-29518159.07,-11289614.6125,-375000,-37746870.45750001,0.0
2021-01-26,26912603.27,16654500,7699822.5425,2558280.7275,0.0,0,-23549092.8325,-4085808.7,-1792165.9975,-457850.72,-4273100,-5630782.4975,-4995287.61,-2314097.3075,3363510.4375,0.0
2021-01-27,27160586.367500003,15530500,9161544.677500002,2468541.69,0.0,0,-31817186.9675,-24787413.240000002,-2717529.765,-851357.645,0,-2417366.5675,-1043519.75,0,-4656600.599999998,0.0
2021-01-28,26149662.467499997,12435500,11371311.299999999,2342851.1675000004,0.0,0,-18114734.8875,-11016072.62,-2419113.4775,-1532161.9625000001,0,-1668121.0125,-1479265.8149999997,0,8034927.579999998,0.0
2021-01-29,94594429.69500001,39340750,51888801.355000004,2632674.34,732204.0,0,-56841979.4775,-13377333.7,-2848085.62,-1329267.7774999999,-33708675,-13061.5725,-3655563.3874999997,-1909992.42,37752450.21750001,0.0
2021-02-01,63253733.9075,36102750,19612129.447499998,7263854.46,0.0,275000,-44982578.765,-20681966.1575,-5076887.3075,-2838364.3049999997,-438820.00000000006,-7115439.335,-4581101.66,-4250000,18271155.1425,0.0
2021-02-02,21915161.310000002,7192250,12380834.2925,2342077.0175,0.0,0,-21370880.904999997,-12616967.305,-3422685.305,-1764264.9075000002,0,-1811351.5775,-1755454.6574999995,-157.1525,544280.4050000049,0.0
2021-02-03,25202784.2775,14719250,8120937.297500001,2362596.98,0.0,0,-44488838.754999995,-10699121.315,-3188082.5700000003,-1024983.9575,-178207.5,-506526.41250000003,-2064293.7399999998,-26827623.259999998,-19286054.477499995,0.0
2021-02-04,21797263.177500002,12624750,6751318.482500001,2421194.695,0.0,0,-17405313.035,-10267708.52,-3890685.745,-1646876.0350000001,0,-159823.0725,-1440219.6624999996,0,4391950.142500002,0.0
2021-02-05,23571487.0025,10154000,11056058.63,2361428.3725,0.0,0,-20553050.1575,-13304615.54,-1497328.695,-741206.5675,0,-32.45,-4512359.4875,-497507.4175,3018436.8450000025,0.0
2021-02-08,72810247.2675,37314000,20137773.11,15358474.157499999,0.0,0,-63472827.31,-28685146.4175,-6588273.04,-2838600.17,-14991875,-2890143.79,-6978788.892500001,-500000,9337419.957499996,0.0
2021-02-09,26509351.095,16571750,8434100.1725,1503500.9225,0.0,0,-8155189.385,-2584394.4975,-2945253.005,-851672.8975,0,-106227.5625,-1045545.2700000003,-622096.1525,18354161.71,0.0
2021-02-10,47108813.36750001,30462750,13026660.807500001,3619402.5599999996,0.0,0,-46869517.0775,-4320304.455,-2772737.3575,-1735565.31,0,-32844425.98,-3571483.975,-1625000,239296.29000000656,0.0
2021-02-11,27868788.1175,13202500,12054193.515,2612094.6025,0.0,0,-22344657.2025,-15029891.18,-2034623.5950000002,-1585404.2725000002,0,-2623597.2325,-1071140.9225,0,5524130.914999999,0.0
2021-02-12,24544045.0125,13721000,9058109.4075,1764935.605,0.0,0,-27069608.645,-10469297.1875,-1255368.52,-2162876.3825,-8768125,-10650.575,-2942544.6050000004,-1460746.375,-2525563.6325000003,0.0
2021-02-15,142343826.505,69449250,50675685.6275,22218890.877499998,0.0,0,-85951488.2375,-58294274.9,-9417139.5325,-4624090.9,0,-2406139.8175,-6959843.087499997,-4250000,56392338.2675,0.0
2021-02-16,27407954.564999998,15589250,7663735.0675,4154969.4975,0.0,0,-53164660.7825,-1619730.58,-2802100.9175,-1027402.9949999999,-45041750,-11408.095,-1536983.4774999998,-1125284.7175,-25756706.2175,0.0
